QQQ/TQQQ 2010-02-12..2026-09-02,CAGR,Vol,Sharpe,MaxDD,Ulcer%,Martin,Time in,Turnover/yr
B&H TQQQ (3x),0.4238395884626631,0.6125151531770615,0.8644459320707658,-0.8155197657393849,27.138909214264086,1.5653299898868887,1.0,0.0
B&H QQQ (1x),0.1935305449596394,0.2066160286631277,0.8925763577144563,-0.351201243280426,8.638825755793308,2.2449718507237795,1.0,0.0
trend → TQQQ,0.3704995310405079,0.4533509504783986,0.8945062550428161,-0.5151807495288625,18.568227883275977,1.999844158325177,0.7103746397694525,1.8155619596541785
gate → TQQQ,0.2929785143799546,0.3892371182174174,0.8212808407150968,-0.49950433842127706,17.66133453384525,1.662510547427563,0.6149135446685879,1.755043227665706
graded → TQQQ,0.3241714726710261,0.401358933559845,0.867865120383486,-0.49849365152506886,16.069432409331018,2.0217959553498277,0.6610230547550432,1.270893371757925
"trend → QQQ (1x, reference)",0.15135527860463682,0.15263946055385044,0.9082862056252216,-0.19456995917726616,5.849319599365472,2.592939583430357,0.7103746397694525,1.8155619596541785
