panel,signal,vehicle,estimator,gate,start,days,Sharpe,Martin,MaxDD,CAGR,RealVol,|vol-target|,TrackRMSE63,Turnover/yr,MeanW
P2 3x,IWM,TNA,E1 Yang-Zhang 21,none,2009-02-04,4423,0.41396417073055103,0.3909782669650317,-0.5446487935094653,0.0985155442809913,0.3106823562275152,0.010682356227515233,0.042841083181303086,2.8284330789899226,0.5536185125007462
P2 3x,IWM,TNA,E1 Yang-Zhang 21,trend,2009-02-04,4423,0.40781188689255127,0.516580701247027,-0.3735785706056368,0.08367897818899594,0.22603862177731535,0.07396137822268464,0.1874468285193795,2.2839014013993806,0.3177125669784779
P2 3x,IWM,TNA,E2 Parkinson EWMA,none,2009-02-04,4423,0.45732506606736706,0.4497262912437324,-0.6135586520949488,0.11985011429097692,0.35876966529851806,0.05876966529851807,0.07816487048446429,2.3902485250466,0.6326852673565738
P2 3x,IWM,TNA,E2 Parkinson EWMA,trend,2009-02-04,4423,0.42789489407990305,0.5074053558593786,-0.4709090162434568,0.09511488915531907,0.25846792180151895,0.04153207819848104,0.18942653873522247,2.09997935005615,0.3608053471757772
P2 3x,IWM,TNA,E3 K-ATR fast,none,2009-02-04,4423,0.4308793773386839,0.37322443303775316,-0.6352844279142791,0.10941265936685762,0.3586382183699875,0.058638218369987505,0.06583559198804201,9.222232898671338,0.6610735402415515
P2 3x,IWM,TNA,E3 K-ATR fast,trend,2009-02-04,4423,0.3658843234170843,0.37625633060585706,-0.40140943150972175,0.07780638619294478,0.2587466158074464,0.04125338419255359,0.18636986187169235,5.825120222459316,0.37619451597736164
P2 3x,IWM,TNA,E4 Yang-Zhang EWMA,none,2009-02-04,4423,0.4346212887540112,0.45019980901688084,-0.5154767460116048,0.10392898839064513,0.2988251930072578,0.0011748069927421945,0.043941474371585985,2.374604602106961,0.5311889005248583
P2 3x,IWM,TNA,E4 Yang-Zhang EWMA,trend,2009-02-04,4423,0.4183498200745489,0.5415387236341425,-0.37170275225908833,0.0841971242390529,0.21629996185333725,0.08370003814666274,0.18885495720993087,1.9501320531911235,0.3058839670921998
P2 3x,EEM,EDC,E0 EWMA c2c,none,2009-04-17,4373,0.18150001237944485,0.05947314712582404,-0.6632396896495673,0.0231932098497889,0.30263062491281884,0.0026306249128188464,0.03739812065092179,2.9265292453247915,0.5386182253917335
P2 3x,EEM,EDC,E0 EWMA c2c,trend,2009-04-17,4373,0.24977531797132457,0.14686585195358978,-0.47809294077366227,0.04583387825250118,0.22734726276726155,0.07265273723273843,0.1756565964857936,2.8233208445888263,0.31605205657933916
P2 3x,EEM,EDC,E1 Yang-Zhang 21,none,2009-04-17,4373,0.19096864241201253,0.0543743313076657,-0.7206124987273772,0.023176950109379257,0.3258119987416972,0.025811998741697206,0.04662459274954431,3.1847560112331967,0.5784240304272327
P2 3x,EEM,EDC,E1 Yang-Zhang 21,trend,2009-04-17,4373,0.25456170354930724,0.1386404727065263,-0.5307377510629964,0.047313027915454775,0.2464650024441096,0.05353499755589039,0.17445366170403137,3.0467297155086244,0.3424169579308388
P2 3x,EEM,EDC,E2 Parkinson EWMA,none,2009-04-17,4373,0.13421755613455397,-0.05274734281638146,-0.9042782285634187,-0.034991233950797285,0.4736758324463786,0.17367583244637863,0.18734728100119566,1.8920474161461165,0.82311090725599
P2 3x,EEM,EDC,E2 Parkinson EWMA,trend,2009-04-17,4373,0.20403656326198463,0.05499098060621913,-0.711594399556702,0.025096261226118743,0.3420940290080132,0.042094029008013234,0.20146141426183387,2.888488332799033,0.4688376493399602
P2 3x,EEM,EDC,E3 K-ATR fast,none,2009-04-17,4373,0.14619506937192658,-0.02182528505995364,-0.8520863361346138,-0.013123697256484101,0.4199725486395681,0.11997254863956813,0.12531556149230952,10.799036055889419,0.7613052521404652
P2 3x,EEM,EDC,E3 K-ATR fast,trend,2009-04-17,4373,0.2130517352671004,0.07200644605381863,-0.7091447605964356,0.0322007021974231,0.3101765161371625,0.010176516137162528,0.18329264230286607,7.201021018911268,0.4418274587559527
P2 3x,EEM,EDC,E4 Yang-Zhang EWMA,none,2009-04-17,4373,0.17922231066929276,0.0526252552879872,-0.6979425711169079,0.02123295014674409,0.31224542770204017,0.01224542770204018,0.04435505622686621,2.603467396887798,0.5557789476261042
P2 3x,EEM,EDC,E4 Yang-Zhang EWMA,trend,2009-04-17,4373,0.2470181041371542,0.14119538363764886,-0.4957176389435889,0.045305601774824344,0.2351823729436207,0.06481762705637928,0.17573464665247598,2.6330039715832667,0.3273667509962233
P2 3x,TLT,TMF,E0 EWMA c2c,none,2009-07-14,4313,0.08818247287653522,-0.008352899703037382,-0.8069421564159414,-0.003416732488647045,0.2952886259252761,0.004711374074723884,0.03289492655198525,2.1917313073006195,0.7442410981346217
P2 3x,TLT,TMF,E0 EWMA c2c,trend,2009-07-14,4313,0.11854474804879946,0.06727723759088537,-0.5571762009814092,0.01869152062375523,0.1923561142171663,0.10764388578283368,0.2146238128890465,2.0694806071616068,0.3020131872455687
P2 3x,TLT,TMF,E1 Yang-Zhang 21,none,2009-07-14,4313,0.08547984924651988,-0.018556693108299573,-0.8452761484381512,-0.008056800945447806,0.3129824710879086,0.01298247108790862,0.03949075969083411,2.115027753433634,0.7855467902909398
P2 3x,TLT,TMF,E1 Yang-Zhang 21,trend,2009-07-14,4313,0.13038302410560373,0.06873589714415262,-0.5679237280212864,0.02021688541528932,0.20390383975705437,0.09609616024294562,0.21416232058227727,2.175388930388918,0.3194620538497637
P2 3x,TLT,TMF,E2 Parkinson EWMA,none,2009-07-14,4313,0.06571214688389515,-0.06747636486446366,-0.8987851200240164,-0.03297873110502947,0.3812019449681248,0.08120194496812483,0.104704530392124,0.8664205715572142,0.9275199030251322
P2 3x,TLT,TMF,E2 Parkinson EWMA,trend,2009-07-14,4313,0.14077035185845274,0.05360808388890815,-0.616897061583321,0.018529865744708385,0.248179264000322,0.051820735999677986,0.2192924187934275,1.8399327127636622,0.37811063080232177
P2 3x,TLT,TMF,E3 K-ATR fast,none,2009-07-14,4313,0.06402884377978212,-0.056526032858473595,-0.8917552185750858,-0.027052510860907097,0.35918994020317113,0.05918994020317114,0.07680052019491822,6.263862925142444,0.8944428146128607
P2 3x,TLT,TMF,E3 K-ATR fast,trend,2009-07-14,4313,0.11384130879624697,0.04114887081600671,-0.6255046667265246,0.01344447064631682,0.23500232395223203,0.06499767604776796,0.2147607930329232,4.277139760373588,0.3680837801601351
P2 3x,TLT,TMF,E4 Yang-Zhang EWMA,none,2009-07-14,4313,0.12466597016863058,0.014074862820881677,-0.7928065632796307,0.00570740755797261,0.3048650514166066,0.004865051416606592,0.04195259233629417,1.7772681000132864,0.7650093755953155
P2 3x,TLT,TMF,E4 Yang-Zhang EWMA,trend,2009-07-14,4313,0.13129983221481853,0.07463614025917432,-0.5369214915290638,0.02083515121423951,0.19784901724376752,0.10215098275623247,0.21552168359999666,1.9359750434865381,0.30854708702550326
P2 3x,GLD,UGL,E0 EWMA c2c,none,2010-11-22,3969,0.40028466161505594,0.20601635977769236,-0.6957399608222696,0.09114021796434679,0.2726049525203669,0.02739504747963306,0.05978756328426625,1.427879544188455,0.8867870358277421
P2 3x,GLD,UGL,E0 EWMA c2c,trend,2010-11-22,3969,0.40394372396205536,0.25943681495109594,-0.5146235127712327,0.08026117976459335,0.20561296354671504,0.09438703645328494,0.18505213880890822,2.7285416430106526,0.46329040821119793
P2 3x,GLD,UGL,E1 Yang-Zhang 21,none,2010-11-22,3969,0.3735678300620266,0.17806138249797634,-0.7223792935369016,0.08438935824284455,0.2853881585800278,0.014611841419972182,0.06458248696272098,1.228682982369106,0.9154934045685532
P2 3x,GLD,UGL,E1 Yang-Zhang 21,trend,2010-11-22,3969,0.3776892440840396,0.22997433792695166,-0.5292478218113115,0.07583200197220763,0.2134698531889783,0.0865301468110217,0.1846936323813976,2.723953716705236,0.4779900950161585
P2 3x,GLD,UGL,E2 Parkinson EWMA,none,2010-11-22,3969,0.35585082791046274,0.15052055157071514,-0.7616692180905421,0.08084429502306856,0.31990799894533295,0.01990799894533296,0.08968662368839948,0.2878232792454413,0.9838158055741626
P2 3x,GLD,UGL,E2 Parkinson EWMA,trend,2010-11-22,3969,0.3443335191143523,0.17217100045512732,-0.599592043022832,0.07202433671918707,0.24492511699378727,0.055074883006212716,0.1901962940056026,2.241248342666265,0.5227321811797845
P2 3x,GLD,UGL,E3 K-ATR fast,none,2010-11-22,3969,0.3357941172358648,0.14337992041343217,-0.7543127815686229,0.07376092056245165,0.30706339449403924,0.007063394494039255,0.07662145044193908,2.7143969894235136,0.9697661807111289
P2 3x,GLD,UGL,E3 K-ATR fast,trend,2010-11-22,3969,0.34061442709899387,0.18974429686585348,-0.5683696097758312,0.06964269100398135,0.23137397497978307,0.06862602502021692,0.18603603716324268,3.85981048956578,0.5129214889821154
P2 3x,GLD,UGL,E4 Yang-Zhang EWMA,none,2010-11-22,3969,0.3944444574700804,0.19135996643287545,-0.7203467075570529,0.09037654842425158,0.28093606369709956,0.01906393630290043,0.06381309154189498,1.01367206774803,0.9051610711473254
P2 3x,GLD,UGL,E4 Yang-Zhang EWMA,trend,2010-11-22,3969,0.40447313073700575,0.2410057975277389,-0.5389779965482882,0.08106996389503873,0.20884417520162854,0.09115582479837145,0.18487687567863725,2.6152870643082977,0.46971442199992763
