TLT/TMF 2009-07-15..2026-09-02,CAGR,Vol,Sharpe,MaxDD,Ulcer%,Martin,Time in,Turnover/yr,Realised vol,Avg weight
B&H leveraged,-0.046411942049148225,0.44366573547419613,0.08382112898354716,-0.9313210848643919,52.02369596445412,-0.08936107592715277,1.0,0.0,,
"VT30, no gate",-0.0022382853574169914,,0.09352781119328824,-0.8069421564159412,40.894588609296854,-0.005482593267641622,0.7442027447929515,2.1920705297707768,0.29525674526972334,0.7442027447929515
200SMA gate + VT30 (study headline),-0.03248656207739198,,-0.10118180597445894,-0.7765184250312651,38.272464376370344,-0.08502418039951558,0.4124991860841155,9.771759429938427,0.22120523896138167,0.4124991860841155
trend gate + VT30,0.01990028227006513,,0.12697004304731718,-0.5571762009814103,27.765963671787127,0.07179447500235832,0.30179740261111215,2.0694295908661062,0.19226629799415904,0.30179740261111215
"trend gate + VT30, no band",0.019105826623429634,,0.12411054189885677,-0.5712684716354439,29.043441167750768,0.06589644865212482,0.30910196991449324,2.8958049080730204,0.19556991820242556,0.30910196991449324
"trend gate, unsized (w=1)",0.020911792526091322,,0.17536739071105778,-0.6595689594876026,37.53509902991526,0.05580827542045325,0.4142890280677337,1.5198329853862214,0.3052794386747924,0.4142890280677337
