IWM/TNA 2009-02-05..2026-09-02,CAGR,Vol,Sharpe,MaxDD,Ulcer%,Martin,Time in,Turnover/yr,Realised vol,Avg weight
B&H leveraged,0.16148006556607486,0.6798898746140558,0.5455456428458028,-0.8808746736292425,41.54793706764621,0.3893899757307135,1.0,0.0,,
"VT30, no gate",0.09790893186624516,,0.4171396348258245,-0.5108752969457007,23.164776257617373,0.4234355579295324,0.5379889575510944,2.9158052186742442,0.30136503590144464,0.5379889575510944
200SMA gate + VT30 (study headline),0.05625362289933422,,0.2904203831866098,-0.5082375437641049,27.007300344500955,0.2086639513904362,0.43086186549799005,6.144069384750311,0.2536154774548364,0.43086186549799005
trend gate + VT30,0.08257591383519736,,0.4102454104366948,-0.4191388772762977,16.476746200296635,0.5020761318187786,0.31092399229036977,2.2962028880404435,0.22036644235451627,0.31092399229036977
"trend gate + VT30, no band",0.07692102939420153,,0.38211875517266347,-0.4119083769827324,16.66272920091289,0.46247105394926935,0.3199996185067084,3.1423531815823873,0.22638321040116988,0.3199996185067084
"trend gate, unsized (w=1)",0.13900801999001167,,0.4871762797978295,-0.705641492265696,25.40508576021893,0.5481845089335089,0.5315539470707985,1.4250169644876725,0.43922536909180243,0.5315539470707985
