vehicle,arm,episode,Sharpe,Martin,MaxDD,Turnover/yr,group,Return,peak,trough,react_day,DD_before_reaction,days_peak_to_trough,w_at_peak,panel
P0 MKT,incumbent t+1,FULL,0.6000682581147649,1.184939619974874,-0.30925589783833873,2.2723784277420433,,,,,,,,,P0
P0 MKT,incumbent t+1,E_bear_2018q4,,,-0.06802206002059918,,modern_folds,-0.04015215952754003,2018-09-20,2018-10-11,,-0.06802206002059918,16.0,1.0,P0
P0 MKT,incumbent t+1,X_2020_covid,,,-0.08222259128229248,,modern_folds,0.10146292371989252,2020-02-19,2020-02-28,2020-02-28,-0.08222259128229248,8.0,0.8557398502655108,P0
P0 MKT,incumbent t+1,B_bear_2022,,,-0.05494146463440286,,modern_folds,-0.04066054472919389,2022-01-03,2022-08-24,2022-01-20,-0.03593083037600775,162.0,0.5565109065486581,P0
P0 MKT,incumbent t+1,E1973_oil_bear,,,-0.11580341132620231,,market_factor_A0_calendar,-0.018293164040985244,1973-01-11,1973-11-07,1973-03-23,-0.11253756667842119,209.0,1.0,P0
P0 MKT,incumbent t+1,E1987_crash,,,-0.06139283765887882,,market_factor_A0_calendar,0.004397020580227284,1987-08-25,1987-10-13,1987-09-21,-0.05341560040762228,35.0,0.8620315890779868,P0
P0 MKT,incumbent t+1,E1990_recession,,,-0.03576539262682721,,market_factor_A0_calendar,0.06371655242543595,1990-07-16,1990-07-27,,-0.03576539262682721,10.0,0.8494312885800077,P0
P0 MKT,incumbent t+1,E1997_asia,,,-0.0704397198003236,,market_factor_A0_calendar,0.05507963516606429,1997-10-07,1997-10-27,,-0.0704397198003236,15.0,0.6988347731516081,P0
P0 MKT,incumbent t+1,E1998_ltcm,,,-0.07870826999375069,,market_factor_A0_calendar,0.01782558795722422,1998-07-17,1998-08-05,1998-08-05,-0.07870826999375069,14.0,0.7306490263121221,P0
P0 MKT,incumbent t+1,E2000_02_dotcom,,,-0.03010624145117835,,market_factor_A0_calendar,0.07930241579013408,2000-07-03,2000-07-27,2000-07-07,-0.006800686721731286,18.0,0.42455999175653913,P0
P0 MKT,incumbent t+1,E2007_09_gfc,,,-0.0855485734775463,,market_factor_A0_calendar,-0.0066214996659770264,2007-10-09,2008-01-22,,-0.0855485734775463,72.0,0.6139776556004788,P0
P0 MKT,incumbent t+1,E2011_eu_us,,,-0.11759029282910527,,market_factor_A0_calendar,-0.08131235501170064,2011-05-02,2011-10-03,2011-08-05,-0.0869103455452741,108.0,0.9096460222973562,P0
P0 MKT,incumbent t+1,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,incumbent t+1,K1995_99_bull,,,-0.10321033558536352,,calm_controls,1.0222650735715235,1999-07-16,1999-10-15,1999-08-10,-0.061904514262706045,65.0,0.6785500668650531,P0
P0 MKT,incumbent t+1,K2013_14_bull,,,-0.05282843058320319,,calm_controls,0.2558956324864945,2014-01-15,2014-02-03,,-0.05282843058320319,13.0,1.0,P0
P0 MKT,incumbent t+1,A_bull_2021,,,-0.04841861911750178,,calm_controls,0.13283476056786836,2021-11-08,2021-12-01,,-0.04841861911750178,17.0,0.8683414935778978,P0
P0 MKT,incumbent t+1,D_recent_2025plus,,,-0.07297460621852914,,calm_controls,0.15497194002973536,2025-02-19,2025-03-14,2025-03-14,-0.07297460621852914,18.0,0.7565083526360216,P0
P0 MKT,A: both k=1,FULL,0.780334548950089,1.9021996890753767,-0.2020399284224974,2.2801804254001836,,,,,,,,,P0
P0 MKT,A: both k=1,E_bear_2018q4,,,-0.057645428110721264,,modern_folds,-0.02375318704530638,2018-09-20,2018-10-11,,-0.057645428110721264,16.0,1.0,P0
P0 MKT,A: both k=1,X_2020_covid,,,-0.06825020491992706,,modern_folds,0.11489085494977314,2020-02-19,2020-06-11,2020-02-27,-0.0640576590209605,80.0,0.8535595891136726,P0
P0 MKT,A: both k=1,B_bear_2022,,,-0.048711156065769146,,modern_folds,-0.034202038973170534,2022-01-03,2022-08-23,2022-01-19,-0.030843846224306026,161.0,0.5619231455017116,P0
P0 MKT,A: both k=1,E1973_oil_bear,,,-0.09948320281173773,,market_factor_A0_calendar,0.00012680445953217045,1973-01-11,1973-11-06,1973-03-22,-0.09831863429618015,208.0,1.0,P0
P0 MKT,A: both k=1,E1987_crash,,,-0.06052628393591131,,market_factor_A0_calendar,0.0037924692624926593,1987-08-25,1987-10-12,1987-09-18,-0.053516537078727056,34.0,0.8636184025253905,P0
P0 MKT,A: both k=1,E1990_recession,,,-0.03567946662545374,,market_factor_A0_calendar,0.06906094167286958,1990-07-16,1990-07-27,,-0.03567946662545374,10.0,0.847527996559396,P0
P0 MKT,A: both k=1,E1997_asia,,,-0.050317758579029426,,market_factor_A0_calendar,0.08888321099788254,1997-10-07,1997-10-27,1997-10-27,-0.050317758579029426,15.0,0.7614707800338963,P0
P0 MKT,A: both k=1,E1998_ltcm,,,-0.05136349586514677,,market_factor_A0_calendar,0.05463465444464344,1998-07-17,1998-08-04,1998-08-04,-0.05136349586514677,13.0,0.8545742764177992,P0
P0 MKT,A: both k=1,E2000_02_dotcom,,,-0.021729615511127842,,market_factor_A0_calendar,0.0913095202068881,2000-03-24,2000-04-04,,-0.021729615511127842,8.0,0.387861853482914,P0
P0 MKT,A: both k=1,E2007_09_gfc,,,-0.08556246827971081,,market_factor_A0_calendar,-0.0449860225877885,2007-10-09,2008-03-17,2008-02-19,-0.08345633121902263,110.0,0.6324667968802635,P0
P0 MKT,A: both k=1,E2011_eu_us,,,-0.0943012183377242,,market_factor_A0_calendar,-0.05678133122752882,2011-05-02,2011-10-03,2011-08-04,-0.06919281700496671,108.0,0.9100062172380479,P0
P0 MKT,A: both k=1,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,A: both k=1,K1995_99_bull,,,-0.09410585500197521,,calm_controls,1.2592876999267988,1999-07-16,1999-10-15,1999-08-09,-0.059506324712496506,65.0,0.6780258302858369,P0
P0 MKT,A: both k=1,K2013_14_bull,,,-0.04451539477150701,,calm_controls,0.30642417792940657,2014-01-15,2014-02-03,,-0.04451539477150701,13.0,1.0,P0
P0 MKT,A: both k=1,A_bull_2021,,,-0.044131382168944744,,calm_controls,0.13849955803602354,2021-09-02,2021-10-04,,-0.044131382168944744,22.0,0.9699880082166998,P0
P0 MKT,A: both k=1,D_recent_2025plus,,,-0.07001768856557,,calm_controls,0.1792656243743238,2026-01-12,2026-03-30,,-0.07001768856557,54.0,0.925838321263372,P0
P0 MKT,A: switch k=1,FULL,0.6509872029329478,1.4166438068134766,-0.27463549485012284,2.277681766171037,,,,,,,,,P0
P0 MKT,A: switch k=1,E_bear_2018q4,,,-0.06802206002059918,,modern_folds,-0.03184468982290589,2018-09-20,2018-10-11,,-0.06802206002059918,16.0,1.0,P0
P0 MKT,A: switch k=1,X_2020_covid,,,-0.08698025548337418,,modern_folds,0.08061678027355956,2020-02-19,2020-06-26,2020-02-28,-0.08222259128229248,91.0,0.8557398502655108,P0
P0 MKT,A: switch k=1,B_bear_2022,,,-0.047839381224265454,,modern_folds,-0.03335448579578304,2022-01-03,2022-08-23,2022-01-19,-0.03054795513768971,161.0,0.5565109065486581,P0
P0 MKT,A: switch k=1,E1973_oil_bear,,,-0.10690029595106698,,market_factor_A0_calendar,-0.008110725015740616,1973-01-11,1973-11-06,1973-03-22,-0.09993824021968056,208.0,1.0,P0
P0 MKT,A: switch k=1,E1987_crash,,,-0.05833814940308346,,market_factor_A0_calendar,0.007968121062458255,1987-08-25,1987-10-12,1987-09-18,-0.05341560040762228,34.0,0.8620315890779868,P0
P0 MKT,A: switch k=1,E1990_recession,,,-0.03576539262682721,,market_factor_A0_calendar,0.06603883128017696,1990-07-16,1990-07-27,,-0.03576539262682721,10.0,0.8494312885800077,P0
P0 MKT,A: switch k=1,E1997_asia,,,-0.07215408287382241,,market_factor_A0_calendar,0.06430304942126552,1997-10-07,1997-10-27,,-0.07215408287382241,15.0,0.7705608039489458,P0
P0 MKT,A: switch k=1,E1998_ltcm,,,-0.055382054212071985,,market_factor_A0_calendar,0.04952999409814973,1998-07-17,1998-08-04,1998-08-04,-0.055382054212071985,13.0,0.7306490263121221,P0
P0 MKT,A: switch k=1,E2000_02_dotcom,,,-0.021028901344584128,,market_factor_A0_calendar,0.09110754441518809,2000-03-24,2000-04-04,,-0.021028901344584128,8.0,0.3761075458275852,P0
P0 MKT,A: switch k=1,E2007_09_gfc,,,-0.0894135484191696,,market_factor_A0_calendar,-0.05098455872835239,2007-10-09,2008-03-17,2008-02-19,-0.0855485734775463,110.0,0.6139776556004788,P0
P0 MKT,A: switch k=1,E2011_eu_us,,,-0.11759029282910527,,market_factor_A0_calendar,-0.08131235501170064,2011-05-02,2011-10-03,2011-08-05,-0.0869103455452741,108.0,0.9096460222973562,P0
P0 MKT,A: switch k=1,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,A: switch k=1,K1995_99_bull,,,-0.09271455022253028,,calm_controls,1.1950156593575265,1999-07-16,1999-10-15,1999-08-09,-0.05771154426850833,65.0,0.6585595330567399,P0
P0 MKT,A: switch k=1,K2013_14_bull,,,-0.05282843058320319,,calm_controls,0.2783402690478778,2014-01-15,2014-02-03,,-0.05282843058320319,13.0,1.0,P0
P0 MKT,A: switch k=1,A_bull_2021,,,-0.04841861911750178,,calm_controls,0.13283476056786836,2021-11-08,2021-12-01,,-0.04841861911750178,17.0,0.8683414935778978,P0
P0 MKT,A: switch k=1,D_recent_2025plus,,,-0.07212074219145714,,calm_controls,0.16205834758319204,2026-01-12,2026-03-30,,-0.07212074219145714,54.0,0.925975637615611,P0
P0 MKT,A: sizer k=1,FULL,0.7328027187840446,1.6389286573018897,-0.22527262453030406,2.282054181890138,,,,,,,,,P0
P0 MKT,A: sizer k=1,E_bear_2018q4,,,-0.057645428110721264,,modern_folds,-0.03221249669962323,2018-09-20,2018-10-11,,-0.057645428110721264,16.0,1.0,P0
P0 MKT,A: sizer k=1,X_2020_covid,,,-0.06672606683549065,,modern_folds,0.13317719446091347,2020-02-19,2020-02-28,2020-02-27,-0.0640576590209605,8.0,0.8535595891136726,P0
P0 MKT,A: sizer k=1,B_bear_2022,,,-0.0556107353239752,,modern_folds,-0.04130272077474284,2022-01-03,2022-08-24,2022-01-20,-0.036278860625334364,162.0,0.5619231455017116,P0
P0 MKT,A: sizer k=1,E1973_oil_bear,,,-0.11850596383331113,,market_factor_A0_calendar,-0.021293757240225974,1973-01-11,1973-11-07,1973-03-23,-0.11091761326490734,209.0,1.0,P0
P0 MKT,A: sizer k=1,E1987_crash,,,-0.06266641274291862,,market_factor_A0_calendar,0.0012054601717319535,1987-08-25,1987-10-13,1987-09-21,-0.053516537078727056,35.0,0.8636184025253905,P0
P0 MKT,A: sizer k=1,E1990_recession,,,-0.03567946662545374,,market_factor_A0_calendar,0.06602391876997782,1990-07-16,1990-07-27,,-0.03567946662545374,10.0,0.847527996559396,P0
P0 MKT,A: sizer k=1,E1997_asia,,,-0.04632560001776087,,market_factor_A0_calendar,0.09040927577612412,1997-10-07,1997-10-27,1997-10-27,-0.04632560001776087,15.0,0.6944584253423776,P0
P0 MKT,A: sizer k=1,E1998_ltcm,,,-0.06743793581217938,,market_factor_A0_calendar,0.0324336589701244,1998-07-17,1998-08-05,1998-08-05,-0.06743793581217938,14.0,0.8545742764177992,P0
P0 MKT,A: sizer k=1,E2000_02_dotcom,,,-0.030032231332149162,,market_factor_A0_calendar,0.07935368054758363,2000-07-03,2000-07-27,2000-07-07,-0.006930722459351002,18.0,0.43247846504332677,P0
P0 MKT,A: sizer k=1,E2007_09_gfc,,,-0.08345633121902263,,market_factor_A0_calendar,-0.0066593516641783035,2007-10-09,2008-01-22,,-0.08345633121902263,72.0,0.6324667968802635,P0
P0 MKT,A: sizer k=1,E2011_eu_us,,,-0.0943012183377242,,market_factor_A0_calendar,-0.05678133122752882,2011-05-02,2011-10-03,2011-08-04,-0.06919281700496671,108.0,0.9100062172380479,P0
P0 MKT,A: sizer k=1,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,A: sizer k=1,K1995_99_bull,,,-0.10343977828568185,,calm_controls,1.1418002751204255,1999-07-16,1999-10-15,1999-08-10,-0.06360221012888001,65.0,0.6962475322205481,P0
P0 MKT,A: sizer k=1,K2013_14_bull,,,-0.04451539477150701,,calm_controls,0.28846024260029113,2014-01-15,2014-02-03,,-0.04451539477150701,13.0,1.0,P0
P0 MKT,A: sizer k=1,A_bull_2021,,,-0.044131382168944744,,calm_controls,0.13849955803602354,2021-09-02,2021-10-04,,-0.044131382168944744,22.0,0.9699880082166998,P0
P0 MKT,A: sizer k=1,D_recent_2025plus,,,-0.07001768856557,,calm_controls,0.17161104401645777,2026-01-12,2026-03-30,,-0.07001768856557,54.0,0.925838321263372,P0
P0 MKT,A: both k=5,FULL,1.0719913779740393,3.0402644609513523,-0.20815565550686765,2.2899112344657815,,,,,,,,,P0
P0 MKT,A: both k=5,E_bear_2018q4,,,-0.04584128310088942,,modern_folds,-0.028718580534923932,2018-09-20,2018-10-12,2018-10-12,-0.04584128310088942,17.0,1.0,P0
P0 MKT,A: both k=5,X_2020_covid,,,-0.04142488193976002,,modern_folds,0.17984936266836815,2020-09-02,2020-09-23,,-0.04142488193976002,15.0,0.4382123540008793,P0
P0 MKT,A: both k=5,B_bear_2022,,,-0.017678698955469252,,modern_folds,0.02626915234860583,2022-01-03,2022-01-10,,-0.017678698955469252,6.0,0.5617298401838708,P0
P0 MKT,A: both k=5,E1973_oil_bear,,,-0.08706446744826157,,market_factor_A0_calendar,0.07747934997670636,1973-01-11,1973-03-01,,-0.08706446744826157,34.0,1.0,P0
P0 MKT,A: both k=5,E1987_crash,,,-0.04830763665867688,,market_factor_A0_calendar,0.04700559167971963,1987-08-25,1987-09-08,,-0.04830763665867688,10.0,0.8676787919820407,P0
P0 MKT,A: both k=5,E1990_recession,,,-0.032400819009241855,,market_factor_A0_calendar,0.09762902493062131,1990-06-04,1990-06-26,,-0.032400819009241855,17.0,0.9874902793296919,P0
P0 MKT,A: both k=5,E1997_asia,,,-0.043710264834329826,,market_factor_A0_calendar,0.09387216647469088,1997-10-07,1997-10-27,1997-10-21,-0.02670577713390665,15.0,0.7616912607354546,P0
P0 MKT,A: both k=5,E1998_ltcm,,,-0.03721717081617382,,market_factor_A0_calendar,0.08174160430717992,1998-07-17,1998-07-29,1998-07-29,-0.03721717081617382,9.0,0.7081307852707996,P0
P0 MKT,A: both k=5,E2000_02_dotcom,,,-0.01633318094093683,,market_factor_A0_calendar,0.12077567937068023,2000-03-24,2000-03-30,,-0.01633318094093683,5.0,0.3949772754849356,P0
P0 MKT,A: both k=5,E2007_09_gfc,,,-0.08735769831935725,,market_factor_A0_calendar,-0.031044092490267516,2007-10-09,2008-03-10,2008-02-12,-0.08141990893030482,105.0,0.6164579736626086,P0
P0 MKT,A: both k=5,E2011_eu_us,,,-0.0807139805251087,,market_factor_A0_calendar,-0.04027507035489708,2011-05-02,2011-10-03,2011-07-29,-0.05681665623592813,108.0,0.9090811600992477,P0
P0 MKT,A: both k=5,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,A: both k=5,K1995_99_bull,,,-0.06357119062492478,,calm_controls,1.6929777769522634,1999-07-16,1999-09-29,1999-08-03,-0.04382884857406533,53.0,0.6795914904634368,P0
P0 MKT,A: both k=5,K2013_14_bull,,,-0.04317221298145657,,calm_controls,0.3204274531399871,2014-01-15,2014-02-03,,-0.04317221298145657,13.0,1.0,P0
P0 MKT,A: both k=5,A_bull_2021,,,-0.04147110143030375,,calm_controls,0.17080539541095474,2021-09-02,2021-10-04,,-0.04147110143030375,22.0,1.0,P0
P0 MKT,A: both k=5,D_recent_2025plus,,,-0.06377595323136309,,calm_controls,0.2033938051608848,2026-01-12,2026-03-30,,-0.06377595323136309,54.0,1.0,P0
P0 MKT,A: switch k=5,FULL,0.8500920870045923,2.078376938395839,-0.26211121808124094,2.2924136426067365,,,,,,,,,P0
P0 MKT,A: switch k=5,E_bear_2018q4,,,-0.06843337845349362,,modern_folds,-0.05171609871940419,2018-09-20,2018-10-12,2018-10-12,-0.06843337845349362,17.0,1.0,P0
P0 MKT,A: switch k=5,X_2020_covid,,,-0.053208731168972734,,modern_folds,0.13823448889822854,2020-09-02,2020-09-23,,-0.053208731168972734,15.0,0.6840166690042485,P0
P0 MKT,A: switch k=5,B_bear_2022,,,-0.017515104759543876,,modern_folds,0.026099197333250057,2022-01-03,2022-01-10,,-0.017515104759543876,6.0,0.5565109065486581,P0
P0 MKT,A: switch k=5,E1973_oil_bear,,,-0.09297898091227652,,market_factor_A0_calendar,0.06986842429752294,1973-01-11,1973-03-01,,-0.09297898091227652,34.0,1.0,P0
P0 MKT,A: switch k=5,E1987_crash,,,-0.05341560040762228,,market_factor_A0_calendar,0.052478629374875796,1987-08-25,1987-09-08,,-0.05341560040762228,10.0,0.8620315890779868,P0
P0 MKT,A: switch k=5,E1990_recession,,,-0.03418160072071341,,market_factor_A0_calendar,0.10042847318685855,1990-06-04,1990-06-26,,-0.03418160072071341,17.0,0.9873268149676423,P0
P0 MKT,A: switch k=5,E1997_asia,,,-0.0721540828738223,,market_factor_A0_calendar,0.06294698214906247,1997-10-07,1997-10-27,,-0.0721540828738223,15.0,0.7705608039489458,P0
P0 MKT,A: switch k=5,E1998_ltcm,,,-0.04429935786472328,,market_factor_A0_calendar,0.07426269124003015,1998-07-17,1998-07-29,1998-07-29,-0.04429935786472328,9.0,0.7306490263121221,P0
P0 MKT,A: switch k=5,E2000_02_dotcom,,,-0.0156588319267984,,market_factor_A0_calendar,0.12016148236507962,2000-03-24,2000-03-30,,-0.0156588319267984,5.0,0.37942558983434566,P0
P0 MKT,A: switch k=5,E2007_09_gfc,,,-0.09707069586163941,,market_factor_A0_calendar,-0.04028080970505321,2007-10-09,2008-03-10,2008-02-12,-0.0855485734775463,105.0,0.6139776556004788,P0
P0 MKT,A: switch k=5,E2011_eu_us,,,-0.11759029282910527,,market_factor_A0_calendar,-0.08131235501170064,2011-05-02,2011-10-03,2011-08-05,-0.0869103455452741,108.0,0.9096460222973562,P0
P0 MKT,A: switch k=5,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,A: switch k=5,K1995_99_bull,,,-0.07215408287382263,,calm_controls,1.534607711359215,1997-10-07,1997-10-27,,-0.07215408287382263,15.0,0.7705608039489458,P0
P0 MKT,A: switch k=5,K2013_14_bull,,,-0.05282843058320319,,calm_controls,0.2706485318901688,2014-01-15,2014-02-03,,-0.05282843058320319,13.0,1.0,P0
P0 MKT,A: switch k=5,A_bull_2021,,,-0.04841861911750178,,calm_controls,0.13283476056786836,2021-11-08,2021-12-01,,-0.04841861911750178,17.0,0.8683414935778978,P0
P0 MKT,A: switch k=5,D_recent_2025plus,,,-0.07212074219145759,,calm_controls,0.16694548968129386,2026-01-12,2026-03-30,,-0.07212074219145759,54.0,0.925975637615611,P0
P0 MKT,A: sizer k=5,FULL,0.8270185837619403,1.9676433108036862,-0.20690721007700308,2.301379545166757,,,,,,,,,P0
P0 MKT,A: sizer k=5,E_bear_2018q4,,,-0.04552104294102011,,modern_folds,-0.02082602157502922,2018-09-20,2018-10-11,,-0.04552104294102011,16.0,1.0,P0
P0 MKT,A: sizer k=5,X_2020_covid,,,-0.04620809246298219,,modern_folds,0.15353318438803254,2020-02-19,2020-02-28,,-0.04620809246298219,8.0,0.48284083779761083,P0
P0 MKT,A: sizer k=5,B_bear_2022,,,-0.055504341010634506,,modern_folds,-0.041196043615564726,2022-01-03,2022-08-24,2022-01-20,-0.0362664307269609,162.0,0.5617298401838708,P0
P0 MKT,A: sizer k=5,E1973_oil_bear,,,-0.11135210893639225,,market_factor_A0_calendar,-0.01335096675027414,1973-01-11,1973-11-07,1973-03-23,-0.10660406663100364,209.0,1.0,P0
P0 MKT,A: sizer k=5,E1987_crash,,,-0.05429206138373566,,market_factor_A0_calendar,0.005460655218276544,1987-08-25,1987-10-12,1987-09-21,-0.04830763665867688,34.0,0.8676787919820407,P0
P0 MKT,A: sizer k=5,E1990_recession,,,-0.03569066706542734,,market_factor_A0_calendar,0.06435508392699885,1990-07-16,1990-07-27,,-0.03569066706542734,10.0,0.8477760888432316,P0
P0 MKT,A: sizer k=5,E1997_asia,,,-0.04403042584396133,,market_factor_A0_calendar,0.09384639921056648,1997-10-07,1997-10-27,1997-10-21,-0.026521101810936476,15.0,0.8281016023338953,P0
P0 MKT,A: sizer k=5,E1998_ltcm,,,-0.0606583556093222,,market_factor_A0_calendar,0.0438541460705244,1998-07-17,1998-08-05,1998-08-05,-0.0606583556093222,14.0,0.7081307852707996,P0
P0 MKT,A: sizer k=5,E2000_02_dotcom,,,-0.03044048643282704,,market_factor_A0_calendar,0.07832547989129357,2000-07-03,2000-07-27,2000-07-07,-0.007616575582801155,18.0,0.4742628489180696,P0
P0 MKT,A: sizer k=5,E2007_09_gfc,,,-0.08141990893030482,,market_factor_A0_calendar,-0.003053049636346006,2007-10-09,2008-01-22,,-0.08141990893030482,72.0,0.6164579736626086,P0
P0 MKT,A: sizer k=5,E2011_eu_us,,,-0.0807139805251087,,market_factor_A0_calendar,-0.04027507035489708,2011-05-02,2011-10-03,2011-07-29,-0.05681665623592813,108.0,0.9090811600992477,P0
P0 MKT,A: sizer k=5,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,A: sizer k=5,K1995_99_bull,,,-0.10126344859931302,,calm_controls,1.2348551750927443,1999-07-16,1999-10-15,1999-08-10,-0.06471291969747384,65.0,0.7126523249507382,P0
P0 MKT,A: sizer k=5,K2013_14_bull,,,-0.04317221298145657,,calm_controls,0.3098992676231571,2014-01-15,2014-02-03,,-0.04317221298145657,13.0,1.0,P0
P0 MKT,A: sizer k=5,A_bull_2021,,,-0.04147110143030375,,calm_controls,0.17080539541095474,2021-09-02,2021-10-04,,-0.04147110143030375,22.0,1.0,P0
P0 MKT,A: sizer k=5,D_recent_2025plus,,,-0.06377595323136376,,calm_controls,0.17811582346591792,2026-01-12,2026-03-30,,-0.06377595323136376,54.0,1.0,P0
P0 MKT,B: t+2 next-close,FULL,0.5754835927618733,1.1335923022159098,-0.327825762392969,5.137060641192472,,,,,,,,,P0
P0 MKT,B: t+2 next-close,E_bear_2018q4,,,-0.07368801292465033,,modern_folds,-0.047447126134151474,2018-09-20,2018-10-11,,-0.07368801292465033,16.0,1.0,P0
P0 MKT,B: t+2 next-close,X_2020_covid,,,-0.09098605038455754,,modern_folds,0.07506350501230385,2020-02-19,2020-02-28,,-0.09098605038455754,8.0,0.8542028271532355,P0
P0 MKT,B: t+2 next-close,B_bear_2022,,,-0.05711388892599967,,modern_folds,-0.041374006822639586,2022-01-03,2022-08-23,2022-01-21,-0.04237663019616389,161.0,0.5567929682289706,P0
P0 MKT,B: t+2 next-close,E1973_oil_bear,,,-0.11459004991813548,,market_factor_A0_calendar,-0.012531967157705659,1973-01-11,1973-11-06,1973-03-26,-0.11164876597218798,208.0,1.0,P0
P0 MKT,B: t+2 next-close,E1987_crash,,,-0.061931981995612784,,market_factor_A0_calendar,0.009997529953337692,1987-08-25,1987-10-12,1987-09-22,-0.05527539037071949,34.0,0.8429746580161396,P0
P0 MKT,B: t+2 next-close,E1990_recession,,,-0.03557707568300972,,market_factor_A0_calendar,0.043360891815570346,1990-07-16,1990-07-27,,-0.03557707568300972,10.0,0.8358127248639144,P0
P0 MKT,B: t+2 next-close,E1997_asia,,,-0.07184997445313712,,market_factor_A0_calendar,0.06933972963844881,1997-10-07,1997-10-27,,-0.07184997445313712,15.0,0.6832508233751463,P0
P0 MKT,B: t+2 next-close,E1998_ltcm,,,-0.07819839048520227,,market_factor_A0_calendar,0.021022191656130174,1998-07-17,1998-08-04,,-0.07819839048520227,13.0,0.848880064270812,P0
P0 MKT,B: t+2 next-close,E2000_02_dotcom,,,-0.021078604037261806,,market_factor_A0_calendar,0.10431436011844042,2000-03-27,2000-04-04,,-0.021078604037261806,7.0,0.0,P0
P0 MKT,B: t+2 next-close,E2007_09_gfc,,,-0.09068813883523075,,market_factor_A0_calendar,-0.0367777119560202,2007-10-09,2008-01-22,,-0.09068813883523075,72.0,0.5593739176046386,P0
P0 MKT,B: t+2 next-close,E2011_eu_us,,,-0.11539146331537398,,market_factor_A0_calendar,-0.07630556307984937,2011-05-02,2011-10-03,2011-08-08,-0.11212365129035151,108.0,0.9087460741033311,P0
P0 MKT,B: t+2 next-close,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P0
P0 MKT,B: t+2 next-close,K1995_99_bull,,,-0.10534287364016459,,calm_controls,0.991185500669145,1999-07-16,1999-10-15,1999-08-11,-0.07061723237925199,65.0,0.6775989241600988,P0
P0 MKT,B: t+2 next-close,K2013_14_bull,,,-0.05431189847271933,,calm_controls,0.24679103643599887,2014-01-15,2014-02-03,,-0.05431189847271933,13.0,1.0,P0
P0 MKT,B: t+2 next-close,A_bull_2021,,,-0.047489292530457194,,calm_controls,0.13596341053010996,2021-11-08,2021-12-01,,-0.047489292530457194,17.0,0.8670140196379733,P0
P0 MKT,B: t+2 next-close,D_recent_2025plus,,,-0.07382254375859809,,calm_controls,0.16640403149736072,2025-02-19,2025-03-13,,-0.07382254375859809,17.0,0.7561052574109701,P0
P1 SPY,incumbent t+1,FULL,0.5601905849574929,1.5078832448133084,-0.11175579417970649,2.3255470874651722,,,,,,,,,P1
P1 SPY,incumbent t+1,E_bear_2018q4,,,-0.06303971690596899,,modern_folds,-0.03700135378022129,2018-09-20,2018-10-11,,-0.06303971690596899,16.0,1.0,P1
P1 SPY,incumbent t+1,X_2020_covid,,,-0.0806917317689062,,modern_folds,0.0713461927188006,2020-02-19,2020-02-28,2020-02-28,-0.0806917317689062,8.0,0.8426847986603313,P1
P1 SPY,incumbent t+1,B_bear_2022,,,-0.0804431637016031,,modern_folds,-0.06743775582192502,2022-01-03,2022-08-30,2022-01-26,-0.06228967988497014,166.0,0.5954298883283082,P1
P1 SPY,incumbent t+1,E2000_02_dotcom,,,-0.00709521586685069,,market_factor_A0_calendar,0.10834649977743105,2000-03-29,2000-03-31,,-0.00709521586685069,3.0,0.0,P1
P1 SPY,incumbent t+1,E2007_09_gfc,,,-0.09347710152734479,,market_factor_A0_calendar,-0.04266079213280993,2007-10-09,2008-03-10,2008-02-21,-0.09176527983442817,105.0,0.6499506812395854,P1
P1 SPY,incumbent t+1,E2011_eu_us,,,-0.11056782739538507,,market_factor_A0_calendar,-0.07112501335273014,2011-05-02,2011-10-03,2011-08-05,-0.08039445976079063,108.0,0.8705074715411538,P1
P1 SPY,incumbent t+1,E2015_16_china,,,0.0,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 SPY,incumbent t+1,K2013_14_bull,,,-0.06158010805521208,,calm_controls,0.2681717162794768,2014-09-18,2014-10-16,,-0.06158010805521208,21.0,1.0,P1
P1 SPY,incumbent t+1,A_bull_2021,,,-0.045972604264163164,,calm_controls,0.18276189624528016,2021-09-02,2021-09-30,,-0.045972604264163164,20.0,1.0,P1
