date,SPY,FCNTX
2023-06-14,565.7055557,31.3464552
2023-06-15,572.7189692,31.75355202
2023-06-16,570.7758784,31.56071669
2023-06-20,567.8145873,31.53929054
2023-06-21,564.9052486,31.3893075
2023-06-22,566.9443833,31.58214283
2023-06-23,562.6583041,31.45358594
2023-06-26,560.359407,31.15361986
2023-06-27,566.5027873,31.51786439
2023-06-28,566.7885259,31.45358594
2023-06-29,569.0224824,31.51786439
2023-06-30,575.7373399,31.96781351
2023-07-03,576.399734,31.94638736
2023-07-05,575.5425181,32.0106658
2023-07-06,571.0356408,31.75355202
2023-07-07,569.5939596,31.68927358
2023-07-10,571.0356408,31.71069972
2023-07-11,574.6723142,31.92496121
2023-07-12,579.2960845,32.31063188
2023-07-13,583.8938787,32.61059796
2023-07-14,583.5302113,32.56774566
2023-07-17,585.5563579,32.78200715
2023-07-18,589.9073778,33.03912093
2023-07-19,591.2191778,33.06054708
2023-07-20,587.2967658,32.63202411
2023-07-21,587.2967658,32.52489337
2023-07-24,589.9203659,32.56774566
2023-07-25,591.5308926,32.73915485
2023-07-26,591.6218095,32.78200715
2023-07-27,587.6993975,32.8034333
2023-07-28,593.4531343,33.27480856
2023-07-31,594.5831006,33.29623471
2023-08-01,592.881657,33.27480856
2023-08-02,584.6342014,32.73915485
2023-08-03,582.9587341,32.78200715
2023-08-04,580.3221459,32.73915485
2023-08-07,585.3875123,33.14625167
2023-08-08,582.841841,33.03912093
2023-08-09,578.9454053,32.7177287
2023-08-10,579.1532152,32.7177287
2023-08-11,578.8155241,32.63202411
2023-08-14,582.0106014,32.93199019
2023-08-15,575.2308033,32.58917181
2023-08-16,571.0096646,32.28920573
2023-08-17,566.6586447,31.98923965
2023-08-18,566.9313952,31.96781351
2023-08-21,570.620021,32.28920573
2023-08-22,569.0744349,32.16064884
2023-08-23,575.4126369,32.54631951
2023-08-24,567.4379319,32.0963704
2023-08-25,571.4382725,32.22492729
2023-08-28,575.0619577,32.41776262
2023-08-29,583.3743539,32.86771174
2023-08-30,585.7771559,32.97484248
2023-08-31,584.9199401,32.97484248
2023-09-01,586.0109421,33.10339937
2023-09-05,583.4782588,33.08197323
2023-09-06,579.5558469,32.88913789
2023-09-07,577.7764746,32.84628559
2023-09-08,578.6466786,32.91056404
2023-09-11,582.4521974,33.21053012
2023-09-12,579.2571202,32.99626863
2023-09-13,579.9325024,33.10339937
2023-09-14,584.9329282,33.33908701
2023-09-15,577.910473,32.84628559
2023-09-18,578.2493699,32.95341634
2023-09-19,577.0501963,32.88913789
2023-09-20,571.7451562,32.50346722
2023-09-21,562.2951462,31.98923965
2023-09-22,561.0308,32.0106658
2023-09-25,563.3900439,32.20350114
2023-09-26,555.1131386,31.79640432
2023-09-27,555.334725,31.86068276
2023-09-28,558.5542457,32.07494425
2023-09-29,557.198658,31.92496121
2023-10-02,556.9770716,32.07494425
2023-10-03,549.5213396,31.58214283
2023-10-04,553.52293,31.83925662
2023-10-05,553.3143781,31.86068276
2023-10-06,559.8837643,32.37491033
2023-10-09,563.4682509,32.54631951
2023-10-10,566.4010126,32.7177287
2023-10-11,568.721153,32.97484248
2023-10-12,565.2539769,32.8034333
2023-10-13,562.4385256,32.54631951
2023-10-16,568.3561871,32.93199019
2023-10-17,568.3301181,32.88913789
2023-10-18,560.7570756,32.41776262
2023-10-19,555.8300359,32.26777958
2023-10-20,548.9999597,31.86068276
2023-10-23,548.0484415,31.94638736
2023-10-24,552.1803769,32.16064884
2023-10-25,544.255403,31.56071669
2023-10-26,537.7381547,31.06791527
2023-10-27,535.3007038,31.13219372
2023-10-30,541.7006416,31.56071669
2023-10-31,545.1026452,31.62499513
2023-11-01,550.9160307,32.11779655
2023-11-02,561.4739729,32.56774566
2023-11-03,566.59653,32.82485944
2023-11-06,567.8999797,32.95341634
2023-11-07,569.5162573,33.08197323
2023-11-08,569.9333611,33.16767782
2023-11-09,565.4885978,32.99626863
2023-11-10,574.312952,33.5104962
2023-11-13,573.7655031,33.5104962
2023-11-14,584.8969632,34.00329761
2023-11-15,586.1352403,33.87474072
2023-11-16,586.8521376,34.00329761
2023-11-17,587.5820695,34.06757606
2023-11-20,592.1050398,34.36754213
2023-11-21,590.8146246,34.23898524
2023-11-22,593.0956615,34.41039443
2023-11-24,593.4606274,34.36754213
2023-11-27,592.3917987,34.30326369
2023-11-28,592.978351,34.32468984
2023-11-29,592.5612471,34.19613295
2023-11-30,594.894422,34.21755909
2023-12-01,598.4137361,34.26041139
2023-12-04,595.2724224,33.98187146
2023-12-05,595.1551119,34.02472376
