vehicle,arm,episode,Sharpe,CAGR,Martin,MaxDD,MeanW,Turnover/yr,group,Return,peak,trough,react_day,DD_before_reaction,days_peak_to_trough,w_at_peak,panel
P2 TMF,H_parity,E2015_16_china,0.0009975015867065135,,,-0.034315194588140585,,,market_factor_A0_calendar,-0.0006059792956711885,2015-08-24,2015-09-02,,-0.034315194588140585,8.0,0.28708482105406335,P2
P2 TMF,H_parity,K2013_14_bull,0.99405953190573,,,-0.06622756168546862,,,calm_controls,0.14822808447283897,2014-08-29,2014-09-17,,-0.06622756168546862,13.0,0.5000000000000001,P2
P2 TMF,H_parity,A_bull_2021,-1.8923446835428948,,,-0.06478436695196155,,,calm_controls,-0.06611778595395867,2021-01-04,2021-02-08,2021-02-08,-0.06478436695196155,25.0,0.38599731401576587,P2
P2 TMF,H_parity,D_recent_2025plus,-0.6204285637968086,,,-0.13725421758919099,,,calm_controls,-0.03528544979658832,2025-10-22,2026-08-17,,-0.13725421758919099,205.0,0.5,P2
P2 TMF,H_full,FULL,0.1263523879768691,0.0216994977898064,0.09201200548628628,-0.4738261279265622,0.2370931001523149,2.8847167338023283,,,,,,,,,P2
P2 TMF,H_full,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P2
P2 TMF,H_full,X_2020_covid,0.4978241406595061,,,-0.22360777639605378,,,modern_folds,0.09681712143986543,2020-03-09,2020-12-04,2020-03-19,-0.14624420641486013,190.0,0.4035548162545647,P2
P2 TMF,H_full,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P2
P2 TMF,H_full,E2011_eu_us,1.8043643065120045,,,-0.11214049784065194,,,market_factor_A0_calendar,0.36681107767218,2011-10-03,2011-10-27,,-0.11214049784065194,19.0,0.3096879513993386,P2
P2 TMF,H_full,E2015_16_china,-0.04996346313056531,,,-0.05342799007238164,,,market_factor_A0_calendar,-0.00402635084652847,2015-08-24,2015-09-02,,-0.05342799007238164,8.0,0.45983956533863224,P2
P2 TMF,H_full,K2013_14_bull,0.9656140349681905,,,-0.12421495385935544,,,calm_controls,0.28563111648128037,2014-08-29,2014-09-17,,-0.12421495385935544,13.0,1.0,P2
P2 TMF,H_full,A_bull_2021,-1.9012451125986614,,,-0.0903494659178492,,,calm_controls,-0.09230941525903735,2021-01-04,2021-02-08,2021-02-08,-0.0903494659178492,25.0,0.5826716731577882,P2
P2 TMF,H_full,D_recent_2025plus,-0.7288096855252613,,,-0.2538982125543562,,,calm_controls,-0.13164979157198187,2025-10-22,2026-08-17,,-0.2538982125543562,205.0,1.0,P2
P2 TMF,buy_hold,FULL,0.04320097139053444,-0.06476907886211858,-0.12413149065473139,-0.9313210848643918,1.0,0.0,,,,,,,,,P2
P2 TMF,buy_hold,E_bear_2018q4,-0.10199720994813087,,,-0.18831628385768528,,,modern_folds,-0.017948880573350534,2018-09-06,2018-11-02,,-0.18831628385768528,42.0,1.0,P2
P2 TMF,buy_hold,X_2020_covid,0.5452712418027986,,,-0.4382281162223143,,,modern_folds,0.1457150280221191,2020-03-09,2020-03-18,,-0.4382281162223143,8.0,1.0,P2
P2 TMF,buy_hold,B_bear_2022,-1.8686051717473617,,,-0.7570117955439057,,,modern_folds,-0.7259947485356495,2022-01-03,2022-10-24,,-0.7570117955439057,204.0,1.0,P2
P2 TMF,buy_hold,E2011_eu_us,1.9403199353570852,,,-0.301763095920056,,,market_factor_A0_calendar,1.0849842090152193,2011-10-03,2011-10-27,,-0.301763095920056,19.0,1.0,P2
P2 TMF,buy_hold,E2015_16_china,0.7334725228940319,,,-0.1754546494338326,,,market_factor_A0_calendar,0.20345537329258367,2015-08-24,2015-11-09,,-0.1754546494338326,55.0,1.0,P2
P2 TMF,buy_hold,K2013_14_bull,0.44002539486641545,,,-0.4445289235253127,,,calm_controls,0.20361371569365327,2013-05-01,2013-08-21,,-0.4445289235253127,79.0,1.0,P2
P2 TMF,buy_hold,A_bull_2021,-0.3384108458836188,,,-0.3918712404487076,,,calm_controls,-0.19806278143120826,2021-01-04,2021-03-18,,-0.3918712404487076,52.0,1.0,P2
P2 TMF,buy_hold,D_recent_2025plus,-0.3471796328919096,,,-0.33607834409080783,,,calm_controls,-0.18460724676011675,2025-04-04,2026-08-17,,-0.33607834409080783,343.0,1.0,P2
P2 UGL,incumbent,FULL,0.4071945312057296,0.0806382096155871,0.2425613641994198,-0.5547280760728177,0.4585988434418464,2.8627972721340877,,,,,,,,,P2
P2 UGL,incumbent,E_bear_2018q4,1.5839148906365945,,,-0.043564356435643714,,,modern_folds,0.10764975378308916,2019-02-19,2019-02-28,,-0.043564356435643714,8.0,1.0,P2
P2 UGL,incumbent,X_2020_covid,0.713643851840149,,,-0.2648099455577243,,,modern_folds,0.17850573015207916,2020-08-06,2020-11-30,,-0.2648099455577243,81.0,1.0,P2
P2 UGL,incumbent,B_bear_2022,-0.1312162170828214,,,-0.13260234908759838,,,modern_folds,-0.010788204791340017,2022-03-08,2022-04-25,,-0.13260234908759838,34.0,1.0,P2
P2 UGL,incumbent,E2011_eu_us,0.3554465881426645,,,-0.23398966105929542,,,market_factor_A0_calendar,0.042769306463013246,2011-08-22,2011-12-30,2011-12-30,-0.23398966105929542,92.0,0.7087277341606484,P2
P2 UGL,incumbent,E2015_16_china,-0.006074013616106875,,,-0.060361037680447316,,,market_factor_A0_calendar,-0.0033869373307615636,2016-03-10,2016-03-24,,-0.060361037680447316,11.0,0.7101892746101937,P2
P2 UGL,incumbent,K2013_14_bull,-0.44237074411948163,,,-0.06949000799360494,,,calm_controls,-0.04504435107137095,2014-07-11,2014-07-25,2014-07-25,-0.06949000799360494,11.0,1.0,P2
P2 UGL,incumbent,A_bull_2021,-1.517634246595804,,,-0.22020895104631077,,,calm_controls,-0.18312586600793257,2021-01-05,2021-06-14,2021-03-01,-0.20444896790571487,111.0,0.9246000888156897,P2
P2 UGL,incumbent,D_recent_2025plus,1.7424804040691402,,,-0.28948700229823543,,,calm_controls,1.4021094326511525,2026-01-29,2026-06-10,,-0.28948700229823543,92.0,0.5270895583375933,P2
P2 UGL,H_parity,FULL,0.41514725911424366,0.05185097475802891,0.325907508108591,-0.3031642739681941,0.21225750874260324,1.7624531798433585,,,,,,,,,P2
P2 UGL,H_parity,E_bear_2018q4,1.4946275859660005,,,-0.019786399276077393,,,modern_folds,0.05144353173484273,2019-02-19,2019-02-28,,-0.019786399276077393,8.0,0.4532770169356637,P2
P2 UGL,H_parity,X_2020_covid,0.6937156280984554,,,-0.12952063306847483,,,modern_folds,0.09180879003038123,2020-08-06,2020-11-30,2020-08-13,-0.07084823896319814,81.0,0.5,P2
P2 UGL,H_parity,B_bear_2022,-0.11177408532148765,,,-0.06573470689806538,,,modern_folds,0.004404348444609241,2022-03-08,2022-04-25,,-0.06573470689806538,34.0,0.5000000000000001,P2
P2 UGL,H_parity,E2011_eu_us,0.403591465610337,,,-0.11484244139032873,,,market_factor_A0_calendar,0.032858480710848736,2011-08-22,2011-12-30,2011-12-30,-0.11484244139032873,92.0,0.35436386708032425,P2
P2 UGL,H_parity,E2015_16_china,-0.02434845679886857,,,-0.030157672134939584,,,market_factor_A0_calendar,-0.0015544674570628914,2016-03-10,2016-03-24,,-0.030157672134939584,11.0,0.35015409082916255,P2
P2 UGL,H_parity,K2013_14_bull,-0.44975932723848466,,,-0.034720527493707576,,,calm_controls,-0.022097530458055292,2014-07-11,2014-07-25,2014-07-25,-0.034720527493707576,11.0,0.5,P2
P2 UGL,H_parity,A_bull_2021,-1.5073450002060274,,,-0.0946935158544,,,calm_controls,-0.07644128236560832,2021-01-05,2021-06-14,2021-03-01,-0.08814403198372023,111.0,0.40522764013929646,P2
P2 UGL,H_parity,D_recent_2025plus,1.7619266510219453,,,-0.1360595797291122,,,calm_controls,0.618534833248354,2026-01-29,2026-06-10,2026-02-02,-0.06406577429327676,92.0,0.2635447791687967,P2
P2 UGL,H_full,FULL,0.42235710928621345,0.077449747397911,0.2533844390852898,-0.5181539476515155,0.3851388848209388,4.0917947836013155,,,,,,,,,P2
P2 UGL,H_full,E_bear_2018q4,1.3695320518348344,,,-0.03494270126983068,,,modern_folds,0.07060479711065115,2019-02-19,2019-02-28,,-0.03494270126983068,8.0,0.7705902332421851,P2
P2 UGL,H_full,X_2020_covid,0.6691550960069774,,,-0.22980995312265573,,,modern_folds,0.14652731497651228,2020-08-06,2020-11-30,2020-08-12,-0.13593169702523034,81.0,1.0,P2
P2 UGL,H_full,B_bear_2022,-0.08603906904737715,,,-0.1254204172844282,,,modern_folds,-0.0036641910839733116,2022-03-08,2022-04-25,,-0.1254204172844282,34.0,1.0,P2
P2 UGL,H_full,E2011_eu_us,0.46492785089279137,,,-0.20722083826197013,,,market_factor_A0_calendar,0.06237254102225287,2011-08-22,2011-12-30,2011-09-26,-0.14593349687970214,92.0,0.7087277341606484,P2
P2 UGL,H_full,E2015_16_china,-0.04415330368848393,,,-0.05999298958727739,,,market_factor_A0_calendar,-0.005710813925575375,2016-03-10,2016-03-24,,-0.05999298958727739,11.0,0.6903444322424706,P2
P2 UGL,H_full,K2013_14_bull,-0.45750863977400724,,,-0.06905422497366887,,,calm_controls,-0.04463103275375624,2014-07-11,2014-07-25,2014-07-25,-0.06905422497366887,11.0,1.0,P2
P2 UGL,H_full,A_bull_2021,-1.4857327797479285,,,-0.1388786574489742,,,calm_controls,-0.11140539652189085,2021-01-05,2021-06-14,2021-03-01,-0.13089449559466504,111.0,0.6640599652779979,P2
P2 UGL,H_full,D_recent_2025plus,1.7765548185439064,,,-0.24107086977752357,,,calm_controls,1.2806145744429718,2026-01-29,2026-06-10,2026-02-02,-0.125453352684337,92.0,0.5270895583375933,P2
P2 UGL,buy_hold,FULL,0.34928540036362465,0.07879838564315689,0.1504074304305106,-0.7592105263157888,1.0,0.0,,,,,,,,,P2
P2 UGL,buy_hold,E_bear_2018q4,1.6167135524039677,,,-0.05383734249713645,,,modern_folds,0.16245487364621036,2018-10-26,2018-11-12,,-0.05383734249713645,12.0,1.0,P2
P2 UGL,buy_hold,X_2020_covid,0.8353008709663565,,,-0.28207592503604095,,,modern_folds,0.2809917355371878,2020-08-06,2020-11-30,,-0.28207592503604095,81.0,1.0,P2
P2 UGL,buy_hold,B_bear_2022,-0.13785236100080972,,,-0.40224358974359,,,modern_folds,-0.07558528428093614,2022-03-08,2022-10-20,,-0.40224358974359,158.0,1.0,P2
P2 UGL,buy_hold,E2011_eu_us,0.029686887061799352,,,-0.36414473684210547,,,market_factor_A0_calendar,-0.06086543033761371,2011-08-22,2011-12-29,,-0.36414473684210547,91.0,1.0,P2
P2 UGL,buy_hold,E2015_16_china,0.28384333931386546,,,-0.24923076923076914,,,market_factor_A0_calendar,0.034410844629823245,2015-06-18,2015-12-17,,-0.24923076923076914,128.0,1.0,P2
P2 UGL,buy_hold,K2013_14_bull,-0.8884060832238491,,,-0.5853658536585369,,,calm_controls,-0.5499296765119551,2013-01-22,2014-11-05,,-0.5853658536585369,453.0,1.0,P2
P2 UGL,buy_hold,A_bull_2021,-0.33156194342222184,,,-0.27216954824316797,,,calm_controls,-0.12316715542521961,2021-01-05,2021-03-08,,-0.27216954824316797,43.0,1.0,P2
P2 UGL,buy_hold,D_recent_2025plus,1.1500383845141688,,,-0.5002335902826447,,,calm_controls,1.2845528455284576,2026-01-29,2026-07-16,,-0.5002335902826447,116.0,1.0,P2
