vehicle,arm,episode,Sharpe,CAGR,Martin,MaxDD,MeanW,Turnover/yr,group,Return,peak,trough,react_day,DD_before_reaction,days_peak_to_trough,w_at_peak,panel
P1 QQQ,H_full,E2015_16_china,0.08578174605063432,,,-0.015729892540090495,,,market_factor_A0_calendar,0.0015041224795098174,2015-06-01,2015-06-09,,-0.015729892540090495,7.0,0.7237367494320988,P1
P1 QQQ,H_full,K2013_14_bull,1.841390301239019,,,-0.05071007191230059,,,calm_controls,0.3524886873597426,2014-03-05,2014-04-11,,-0.05071007191230059,28.0,0.699608786235455,P1
P1 QQQ,H_full,A_bull_2021,0.6116611383696603,,,-0.06302316999450619,,,calm_controls,0.05645610701167403,2021-09-07,2021-10-04,,-0.06302316999450619,20.0,0.8604430461917618,P1
P1 QQQ,H_full,D_recent_2025plus,0.5666752158610446,,,-0.07400555109954454,,,calm_controls,0.16559620091677885,2026-01-28,2026-03-30,,-0.07400555109954454,43.0,0.7314824073868041,P1
P1 QQQ,buy_hold,FULL,0.6973087988291875,0.15641916550881851,1.2477461614879353,-0.5341365461847387,1.0,0.0,,,,,,,,,P1
P1 QQQ,buy_hold,E_bear_2018q4,-0.5031077658821073,,,-0.2270184756200916,,,modern_folds,-0.06775067750677521,2018-10-01,2018-12-24,,-0.2270184756200916,59.0,1.0,P1
P1 QQQ,buy_hold,X_2020_covid,1.251031718692228,,,-0.2856139426664913,,,modern_folds,0.44246568836966227,2020-02-19,2020-03-16,,-0.2856139426664913,19.0,1.0,P1
P1 QQQ,buy_hold,B_bear_2022,-1.1098435722040214,,,-0.3482789507357644,,,modern_folds,-0.32578869855049963,2022-01-03,2022-11-03,,-0.3482789507357644,212.0,1.0,P1
P1 QQQ,buy_hold,E2007_09_gfc,-0.4033057178391656,,,-0.534136546184738,,,market_factor_A0_calendar,-0.2873303167420792,2007-10-31,2008-11-20,,-0.534136546184738,268.0,1.0,P1
P1 QQQ,buy_hold,E2011_eu_us,-0.13784088336215178,,,-0.16106228505922837,,,market_factor_A0_calendar,-0.04831851565519807,2011-07-26,2011-08-19,,-0.16106228505922837,19.0,1.0,P1
P1 QQQ,buy_hold,E2015_16_china,0.12130554124431514,,,-0.16104164708094437,,,market_factor_A0_calendar,0.00296501284838957,2015-12-01,2016-02-09,,-0.16104164708094437,48.0,1.0,P1
P1 QQQ,buy_hold,K2013_14_bull,1.9348094159069582,,,-0.0824764821702032,,,calm_controls,0.6287188306104865,2014-09-18,2014-10-16,,-0.0824764821702032,21.0,1.0,P1
P1 QQQ,buy_hold,A_bull_2021,1.421798245983131,,,-0.10852546587664624,,,calm_controls,0.27421478896424745,2021-02-12,2021-03-08,,-0.10852546587664624,16.0,1.0,P1
P1 QQQ,buy_hold,D_recent_2025plus,0.8420428416425492,,,-0.22767673749859962,,,calm_controls,0.4158160249083669,2025-02-19,2025-04-08,,-0.22767673749859962,35.0,1.0,P1
P1 XLK,incumbent,FULL,0.6720370446330262,0.07464394972243915,1.7875989344048528,-0.10402299929382008,0.45950805127897576,2.4437465596755,,,,,,,,,P1
P1 XLK,incumbent,E_bear_2018q4,-1.6996622843557891,,,-0.08102905160478135,,,modern_folds,-0.057270633432647156,2018-10-03,2018-10-25,2018-10-11,-0.07737836973857959,17.0,0.9564556916733313,P1
P1 XLK,incumbent,X_2020_covid,0.8118594838138966,,,-0.10043399640404382,,,modern_folds,0.07495577729199576,2020-02-19,2020-04-21,2020-03-03,-0.071492964162582,44.0,0.5568350131476418,P1
P1 XLK,incumbent,B_bear_2022,-1.2647380048313601,,,-0.026844950354008912,,,modern_folds,-0.01075179716798036,2022-01-03,2022-01-14,2022-01-14,-0.026844950354008912,10.0,0.3839446473676471,P1
P1 XLK,incumbent,E2007_09_gfc,-0.6712873808996835,,,-0.09043304874667868,,,market_factor_A0_calendar,-0.031236710497428044,2007-10-31,2008-01-08,2007-12-04,-0.05856422214703361,47.0,0.6843870950367977,P1
P1 XLK,incumbent,E2011_eu_us,-0.6015558381200493,,,-0.086149147916594,,,market_factor_A0_calendar,-0.04602944883913174,2011-05-10,2011-08-19,2011-08-05,-0.06386458096983605,72.0,0.8486942843485389,P1
P1 XLK,incumbent,E2015_16_china,-0.9003554739405594,,,-0.03129490077790931,,,market_factor_A0_calendar,-0.02151077018918346,2015-06-01,2015-11-13,2015-06-18,-0.018401570194817807,118.0,0.7030202570194131,P1
P1 XLK,incumbent,K2013_14_bull,1.2128684165200925,,,-0.04683684640869379,,,calm_controls,0.21063036142009417,2013-05-17,2013-06-24,,-0.04683684640869379,26.0,0.830002835933788,P1
P1 XLK,incumbent,A_bull_2021,1.0949058543282344,,,-0.05519270765022144,,,calm_controls,0.1134693683461816,2021-08-30,2021-11-01,2021-10-05,-0.05378346854327454,45.0,0.8520227928601892,P1
P1 XLK,incumbent,D_recent_2025plus,1.040708264035397,,,-0.0746694195846681,,,calm_controls,0.25946698754542363,2025-10-29,2026-03-30,,-0.0746694195846681,104.0,0.49196394793002896,P1
P1 XLK,H_parity,FULL,0.6617953043612824,0.04589944829611681,2.5730144878406156,-0.04831406451757003,0.2261613618096697,1.3655270945743063,,,,,,,,,P1
P1 XLK,H_parity,E_bear_2018q4,-1.7233324301694382,,,-0.03947775736221126,,,modern_folds,-0.02222375184854486,2018-10-03,2018-10-25,2018-10-11,-0.038144645493474405,17.0,0.47822285292435335,P1
P1 XLK,H_parity,X_2020_covid,0.8002163969563489,,,-0.04831406451756992,,,modern_folds,0.038476247900913085,2020-02-19,2020-04-21,2020-03-03,-0.03521240137337134,44.0,0.27801315841495544,P1
P1 XLK,H_parity,B_bear_2022,-1.2667745854890526,,,-0.013348168559002782,,,modern_folds,0.0011529422213276685,2022-01-03,2022-01-14,2022-01-14,-0.013348168559002782,10.0,0.19072389146565552,P1
P1 XLK,H_parity,E2007_09_gfc,-0.6648151256427931,,,-0.04165881574327146,,,market_factor_A0_calendar,-0.0008381227301192951,2007-10-31,2008-01-08,2007-12-04,-0.027486201092763896,47.0,0.3421935475183989,P1
P1 XLK,H_parity,E2011_eu_us,-0.6538020820477325,,,-0.04260412315225148,,,market_factor_A0_calendar,-0.02313132217481828,2011-05-10,2011-08-19,2011-08-05,-0.031553570277480736,72.0,0.4189179680141649,P1
P1 XLK,H_parity,E2015_16_china,-0.913414535575735,,,-0.015575424369097979,,,market_factor_A0_calendar,-0.010719696644475363,2015-06-01,2015-11-13,2015-06-18,-0.009158084081044349,118.0,0.34976581369842996,P1
P1 XLK,H_parity,K2013_14_bull,1.1904055319137543,,,-0.023363228059316232,,,calm_controls,0.09853913564426042,2013-05-17,2013-06-24,,-0.023363228059316232,26.0,0.415001417966894,P1
P1 XLK,H_parity,A_bull_2021,1.0725907048680918,,,-0.027507661290006147,,,calm_controls,0.05457834479468415,2021-08-30,2021-11-01,2021-10-05,-0.026812907727853608,45.0,0.4260113964300947,P1
P1 XLK,H_parity,D_recent_2025plus,1.0305510710511212,,,-0.031273547697692305,,,calm_controls,0.16433293628550638,2026-01-28,2026-03-30,,-0.031273547697692305,43.0,0.2634959326087756,P1
P1 XLK,H_full,FULL,0.6451040052632712,0.06988228380329908,1.7059194307019183,-0.09799049428025042,0.4425660272301947,3.01200560091818,,,,,,,,,P1
P1 XLK,H_full,E_bear_2018q4,-1.756069405421861,,,-0.07791767266921168,,,modern_folds,-0.05560488503403138,2018-10-03,2018-10-25,2018-10-11,-0.07432984014892596,17.0,0.9562878919657722,P1
P1 XLK,H_full,X_2020_covid,0.7783378417665335,,,-0.09452717995004767,,,modern_folds,0.06769455746788866,2020-02-19,2020-04-21,2020-02-28,-0.06858276636646188,44.0,0.5551314387200135,P1
P1 XLK,H_full,B_bear_2022,-1.269471580723141,,,-0.02625186508805144,,,modern_folds,-0.01021073647840387,2022-01-03,2022-01-14,2022-01-14,-0.02625186508805144,10.0,0.37736383149785346,P1
P1 XLK,H_full,E2007_09_gfc,-0.6553007807651929,,,-0.08557081117304344,,,market_factor_A0_calendar,-0.027633132613744116,2007-10-31,2008-01-08,2007-12-04,-0.05684542562465522,47.0,0.6843870950367977,P1
P1 XLK,H_full,E2011_eu_us,-0.7161838179001021,,,-0.08254065469619387,,,market_factor_A0_calendar,-0.04885068278897153,2011-05-10,2011-08-19,2011-08-05,-0.060953566514134305,72.0,0.8248742234437176,P1
P1 XLK,H_full,E2015_16_china,-0.9287588480306155,,,-0.03083457881535301,,,market_factor_A0_calendar,-0.021495783716396155,2015-06-01,2015-11-13,2015-06-18,-0.018132382741831266,118.0,0.6960202512543382,P1
P1 XLK,H_full,K2013_14_bull,1.1603455330080734,,,-0.0461413808707567,,,calm_controls,0.1936308803335478,2013-05-17,2013-06-24,,-0.0461413808707567,26.0,0.8256064713108561,P1
P1 XLK,H_full,A_bull_2021,1.0449944640651598,,,-0.05408915628484212,,,calm_controls,0.10448763413731954,2021-08-30,2021-11-01,2021-10-05,-0.052796394844432326,45.0,0.8520227928601892,P1
P1 XLK,H_full,D_recent_2025plus,1.0176683840726721,,,-0.07286986104631177,,,calm_controls,0.24805126061435012,2025-10-29,2026-03-30,,-0.07286986104631177,104.0,0.4919639479300289,P1
P1 XLK,buy_hold,FULL,0.6740524545044715,0.15576637578146246,1.2460588867744515,-0.5307414104882461,1.0,0.0,,,,,,,,,P1
P1 XLK,buy_hold,E_bear_2018q4,-0.3663173494039166,,,-0.23769100169779322,,,modern_folds,-0.055048488305762255,2018-10-03,2018-12-24,,-0.23769100169779322,57.0,1.0,P1
P1 XLK,buy_hold,X_2020_covid,1.0412301584738566,,,-0.31156294927089734,,,modern_folds,0.38086802480071036,2020-02-19,2020-03-23,,-0.31156294927089734,24.0,1.0,P1
P1 XLK,buy_hold,B_bear_2022,-0.8680763438815495,,,-0.33125073676765326,,,modern_folds,-0.27724892908138987,2022-01-03,2022-10-12,,-0.33125073676765326,196.0,1.0,P1
P1 XLK,buy_hold,E2007_09_gfc,-0.4335533346917815,,,-0.530741410488246,,,market_factor_A0_calendar,-0.3073263558515702,2007-10-31,2008-11-20,,-0.530741410488246,268.0,1.0,P1
P1 XLK,buy_hold,E2011_eu_us,-0.08067463187592984,,,-0.15894641235240703,,,market_factor_A0_calendar,-0.03561643835616479,2011-07-26,2011-08-19,,-0.15894641235240703,19.0,1.0,P1
P1 XLK,buy_hold,E2015_16_china,0.34799430521676544,,,-0.1369294605809127,,,market_factor_A0_calendar,0.04249737670514042,2015-07-20,2015-08-25,,-0.1369294605809127,27.0,1.0,P1
P1 XLK,buy_hold,K2013_14_bull,1.7056844648703178,,,-0.0795454545454547,,,calm_controls,0.4872637633525061,2014-09-18,2014-10-16,,-0.0795454545454547,21.0,1.0,P1
P1 XLK,buy_hold,A_bull_2021,1.6435587614712046,,,-0.0920577617328523,,,calm_controls,0.34765875561257253,2021-02-12,2021-03-08,,-0.0920577617328523,16.0,1.0,P1
P1 XLK,buy_hold,D_recent_2025plus,1.0084265815832376,,,-0.2565597667638485,,,calm_controls,0.6146972063161522,2025-02-19,2025-04-08,,-0.2565597667638485,35.0,1.0,P1
P1 IWM,incumbent,FULL,0.327280128351165,0.03898696271574309,0.7548376856080877,-0.12598831450929304,0.3092269803258615,2.0161626723634227,,,,,,,,,P1
P1 IWM,incumbent,E_bear_2018q4,-2.307486026472011,,,-0.0598945246161352,,,modern_folds,-0.043667503061823765,2018-09-04,2018-10-10,2018-10-10,-0.0598945246161352,27.0,0.9506181447391302,P1
P1 IWM,incumbent,X_2020_covid,0.6397401435772996,,,-0.10692067941731764,,,modern_folds,0.0485329514157713,2020-02-20,2020-09-24,2020-02-28,-0.07305259920634333,152.0,0.6783343776582801,P1
P1 IWM,incumbent,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,incumbent,E2007_09_gfc,-0.8315488067521172,,,-0.06394352137577364,,,market_factor_A0_calendar,-0.03538844640192895,2007-10-09,2009-04-20,2007-12-04,-0.055795515324498224,385.0,0.427799193186449,P1
P1 IWM,incumbent,E2011_eu_us,-1.1064367017352437,,,-0.11848505831902423,,,market_factor_A0_calendar,-0.08155575343272303,2011-05-10,2011-10-03,2011-08-05,-0.0815656327479396,102.0,0.6241029293136185,P1
P1 IWM,incumbent,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,incumbent,K2013_14_bull,0.8428233186064015,,,-0.05645476953842998,,,calm_controls,0.15500165155903578,2014-01-22,2014-05-15,,-0.05645476953842998,80.0,0.7735974027158198,P1
P1 IWM,incumbent,A_bull_2021,0.6241315194986374,,,-0.0669952183896062,,,calm_controls,0.059353151199784016,2021-11-08,2021-12-01,,-0.0669952183896062,17.0,0.5305399087332651,P1
P1 IWM,incumbent,D_recent_2025plus,0.6850764654375553,,,-0.058359906306190035,,,calm_controls,0.17281317650817196,2026-01-22,2026-03-31,2026-03-31,-0.058359906306190035,48.0,0.5958090641121628,P1
P1 IWM,H_parity,FULL,0.3147654419030287,0.02784859183471422,1.3057121746984346,-0.06135662316315704,0.15194231365642685,1.1019966002618895,,,,,,,,,P1
P1 IWM,H_parity,E_bear_2018q4,-2.3096593500721,,,-0.027923896050716657,,,modern_folds,-0.014992807280998832,2018-09-04,2018-10-10,2018-10-10,-0.027923896050716657,27.0,0.46718925878627726,P1
P1 IWM,H_parity,X_2020_covid,0.6289346694074288,,,-0.05098916514895824,,,modern_folds,0.025361005497095634,2020-02-20,2020-09-24,2020-02-28,-0.035608469216069305,152.0,0.33528212574760385,P1
P1 IWM,H_parity,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,H_parity,E2007_09_gfc,-0.8403196530494115,,,-0.026966190954006763,,,market_factor_A0_calendar,-0.0035554132205054545,2007-10-09,2008-01-04,2007-12-04,-0.025272457023684747,61.0,0.21258128766820703,P1
P1 IWM,H_parity,E2011_eu_us,-1.173721232083949,,,-0.05837995037700405,,,market_factor_A0_calendar,-0.04083172678580815,2011-05-10,2011-10-03,2011-08-05,-0.040381074570953635,102.0,0.3083472562387557,P1
P1 IWM,H_parity,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,H_parity,K2013_14_bull,0.8246970278857781,,,-0.028271684177763157,,,calm_controls,0.07414633973437579,2014-01-22,2014-05-15,,-0.028271684177763157,80.0,0.3867987013579099,P1
P1 IWM,H_parity,A_bull_2021,0.6060075012107051,,,-0.033271849943258824,,,calm_controls,0.02915318744813944,2021-11-08,2021-12-01,,-0.033271849943258824,17.0,0.2652699543666326,P1
P1 IWM,H_parity,D_recent_2025plus,0.6706067515629889,,,-0.026555024713153186,,,calm_controls,0.12339604225489476,2026-01-22,2026-03-31,2026-03-31,-0.026555024713153186,48.0,0.2979045320560814,P1
P1 IWM,H_full,FULL,0.29908255035971154,0.036013275315661675,0.7136333169678853,-0.1161838007019631,0.29726275584959183,2.381111926119634,,,,,,,,,P1
P1 IWM,H_full,E_bear_2018q4,-2.301264782423023,,,-0.053884414113060664,,,modern_folds,-0.038198662204797174,2018-09-04,2018-10-10,2018-10-10,-0.053884414113060664,27.0,0.8917472185526182,P1
P1 IWM,H_full,X_2020_covid,0.6074342480002553,,,-0.09736520246872138,,,modern_folds,0.04196448697986255,2020-02-20,2020-09-24,2020-02-28,-0.0682478356800873,152.0,0.6596133063567641,P1
P1 IWM,H_full,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 IWM,H_full,E2007_09_gfc,-0.8438556309387569,,,-0.059363228525121325,,,market_factor_A0_calendar,-0.03194135672255016,2007-10-09,2009-04-20,2007-12-04,-0.05282459067277834,385.0,0.4134937667048386,P1
P1 IWM,H_full,E2011_eu_us,-1.2509631446627185,,,-0.11037244274248437,,,market_factor_A0_calendar,-0.08178387041763546,2011-05-10,2011-10-03,2011-08-05,-0.07820756943964846,102.0,0.6091510873642599,P1
P1 IWM,H_full,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 IWM,H_full,K2013_14_bull,0.8009852010602672,,,-0.05683514066605366,,,calm_controls,0.142254605932153,2014-01-22,2014-05-15,,-0.05683514066605366,80.0,0.7735974027158198,P1
P1 IWM,H_full,A_bull_2021,0.581566902725663,,,-0.06433012314059972,,,calm_controls,0.05316477319209034,2021-11-08,2021-12-01,,-0.06433012314059972,17.0,0.5305399087332651,P1
P1 IWM,H_full,D_recent_2025plus,0.6460389578770462,,,-0.057215617988302214,,,calm_controls,0.16474313590463896,2026-01-22,2026-03-31,2026-03-31,-0.057215617988302214,48.0,0.5958090641121628,P1
P1 IWM,buy_hold,FULL,0.3904438668578106,0.08562949827315491,0.5591160173616122,-0.5905393190720092,1.0,0.0,,,,,,,,,P1
P1 IWM,buy_hold,E_bear_2018q4,-0.9087843299031182,,,-0.26480769230769297,,,modern_folds,-0.08844926611359338,2018-09-04,2018-12-24,,-0.26480769230769297,78.0,1.0,P1
P1 IWM,buy_hold,X_2020_covid,0.7555214623539769,,,-0.40822480272021566,,,modern_folds,0.2386992308730258,2020-02-20,2020-03-23,,-0.40822480272021566,23.0,1.0,P1
P1 IWM,buy_hold,B_bear_2022,-0.7243614861595326,,,-0.26924882629107905,,,modern_folds,-0.20485995529982237,2022-01-03,2022-06-16,,-0.26924882629107905,115.0,1.0,P1
P1 IWM,buy_hold,E2007_09_gfc,-0.3952170019946755,,,-0.583958365222715,,,market_factor_A0_calendar,-0.3481409946885553,2007-10-09,2009-03-09,,-0.583958365222715,356.0,1.0,P1
P1 IWM,buy_hold,E2011_eu_us,-0.39960702986578067,,,-0.2852233676975946,,,market_factor_A0_calendar,-0.13626655275523303,2011-07-07,2011-10-03,,-0.2852233676975946,62.0,1.0,P1
P1 IWM,buy_hold,E2015_16_china,-0.49804237333068313,,,-0.2567664455995702,,,market_factor_A0_calendar,-0.0940737284181058,2015-06-23,2016-02-11,,-0.2567664455995702,162.0,1.0,P1
P1 IWM,buy_hold,K2013_14_bull,1.3025855424829955,,,-0.126936190940088,,,calm_controls,0.45692090395479834,2014-07-03,2014-10-13,,-0.126936190940088,71.0,1.0,P1
P1 IWM,buy_hold,A_bull_2021,0.7273639609193812,,,-0.1228730151786892,,,calm_controls,0.14537037037037015,2021-11-08,2021-12-20,,-0.1228730151786892,30.0,1.0,P1
P1 IWM,buy_hold,D_recent_2025plus,0.7584725113204771,,,-0.23749337104472334,,,calm_controls,0.3555473848699331,2025-01-21,2025-04-08,,-0.23749337104472334,55.0,1.0,P1
P1 EFA,incumbent,FULL,0.2707570744097055,0.033278775633935,0.44875885183937575,-0.1677418560517081,0.4302037795838273,1.8964448582687927,,,,,,,,,P1
P1 EFA,incumbent,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 EFA,incumbent,X_2020_covid,-1.2664604456222832,,,-0.1305510996818322,,,modern_folds,-0.08139714108316498,2020-02-12,2020-11-18,2020-02-28,-0.07230312639960579,196.0,0.8189733135194948,P1
P1 EFA,incumbent,B_bear_2022,-1.5319958277013472,,,-0.04732151922472716,,,modern_folds,-0.024565384122098632,2022-01-12,2022-01-27,,-0.04732151922472716,11.0,0.7260490631664059,P1
P1 EFA,incumbent,E2007_09_gfc,-0.683222468715569,,,-0.08242453776955116,,,market_factor_A0_calendar,-0.030876233014437537,2007-10-31,2008-01-23,,-0.08242453776955116,57.0,0.5963957787746427,P1
P1 EFA,incumbent,E2011_eu_us,-1.2170057223953692,,,-0.10854311161466279,,,market_factor_A0_calendar,-0.08715756505218086,2011-05-02,2011-11-25,2011-08-09,-0.09498751811412653,146.0,0.5605936715826257,P1
P1 EFA,incumbent,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 EFA,incumbent,K2013_14_bull,0.4650605404646311,,,-0.07354733388022983,,,calm_controls,0.07993189272395584,2014-07-03,2014-09-30,2014-09-30,-0.07354733388022983,62.0,1.0,P1
P1 EFA,incumbent,A_bull_2021,0.5444309707116384,,,-0.07139992440119358,,,calm_controls,0.05133661241573639,2021-09-07,2021-12-01,,-0.07139992440119358,61.0,0.9562772652921632,P1
P1 EFA,incumbent,D_recent_2025plus,1.0734226448920292,,,-0.08511945046742797,,,calm_controls,0.2857560808567745,2025-03-07,2025-04-08,2025-04-07,-0.0842308578702573,23.0,0.7390722561591818,P1
P1 EFA,H_parity,FULL,0.26180102429710506,0.024119364631139062,0.8221127846382084,-0.06820692677416784,0.21103594106836968,1.077921125023227,,,,,,,,,P1
P1 EFA,H_parity,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 EFA,H_parity,X_2020_covid,-1.3017581005910202,,,-0.06227033855215314,,,modern_folds,-0.03738386390937787,2020-02-12,2020-11-18,2020-02-28,-0.035036654296606295,196.0,0.40470671357051513,P1
P1 EFA,H_parity,B_bear_2022,-1.5254775460476353,,,-0.023005156987390474,,,modern_folds,-0.005246921709918029,2022-01-12,2022-01-27,,-0.023005156987390474,11.0,0.35283087174125755,P1
P1 EFA,H_parity,E2007_09_gfc,-0.6920647774140255,,,-0.03733213284364567,,,market_factor_A0_calendar,-0.0012637626022329318,2007-10-31,2008-01-23,,-0.03733213284364567,57.0,0.29716347243908536,P1
P1 EFA,H_parity,E2011_eu_us,-1.274029460008923,,,-0.053916943238660475,,,market_factor_A0_calendar,-0.04342951890369118,2011-05-02,2011-11-25,2011-08-05,-0.039675575094817894,146.0,0.27973397287917484,P1
P1 EFA,H_parity,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 EFA,H_parity,K2013_14_bull,0.4495665512618225,,,-0.036594063738226934,,,calm_controls,0.03925160028762398,2014-07-03,2014-09-30,2014-09-30,-0.036594063738226934,62.0,0.5,P1
P1 EFA,H_parity,A_bull_2021,0.5006267053897856,,,-0.03557027872966645,,,calm_controls,0.02381674737267314,2021-09-07,2021-12-01,,-0.03557027872966645,61.0,0.4781386326460816,P1
P1 EFA,H_parity,D_recent_2025plus,1.056626151259823,,,-0.040933518986004946,,,calm_controls,0.17557454148225426,2025-03-19,2025-04-08,,-0.040933518986004946,15.0,0.2926313872444574,P1
P1 EFA,H_full,FULL,0.24701914084369392,0.030642306113904727,0.43011372820280336,-0.16100434146420506,0.4123796176034743,2.412854214571164,,,,,,,,,P1
P1 EFA,H_full,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 EFA,H_full,X_2020_covid,-1.3426201311137742,,,-0.1174699991774405,,,modern_folds,-0.07457037033290936,2020-02-12,2020-11-18,2020-02-28,-0.06781599307928343,196.0,0.7968680707539599,P1
P1 EFA,H_full,B_bear_2022,-1.5201709480674954,,,-0.043602363214525375,,,modern_folds,-0.021683843696003846,2022-01-12,2022-01-27,,-0.043602363214525375,11.0,0.6818339663891152,P1
P1 EFA,H_full,E2007_09_gfc,-0.6998976439637897,,,-0.0790328960424338,,,market_factor_A0_calendar,-0.029495606474040703,2007-10-31,2008-01-23,,-0.0790328960424338,57.0,0.5921591286087219,P1
P1 EFA,H_full,E2011_eu_us,-1.3394208482350685,,,-0.10405881565704067,,,market_factor_A0_calendar,-0.08596026470826346,2011-05-02,2011-11-25,2011-08-05,-0.07747999999458643,146.0,0.5576326699110404,P1
P1 EFA,H_full,E2015_16_china,,,,0.0,,,market_factor_A0_calendar,0.0,2015-06-01,2015-06-01,,0.0,1.0,0.0,P1
P1 EFA,H_full,K2013_14_bull,0.4263613856945829,,,-0.07134095040748989,,,calm_controls,0.06996682808232646,2014-07-03,2014-09-30,2014-09-30,-0.07134095040748989,62.0,1.0,P1
P1 EFA,H_full,A_bull_2021,0.44584810178162765,,,-0.07021608625419518,,,calm_controls,0.03901850912907978,2021-06-15,2021-12-01,,-0.07021608625419518,119.0,0.8112914000152258,P1
P1 EFA,H_full,D_recent_2025plus,1.0211699530741054,,,-0.0817007237294014,,,calm_controls,0.26614751225777655,2025-03-07,2025-04-08,2025-04-07,-0.08094853434510896,23.0,0.7305654936069085,P1
P1 EFA,buy_hold,FULL,0.26149453107399373,0.04884088529823516,0.26516241034557153,-0.6103491271820449,1.0,0.0,,,,,,,,,P1
P1 EFA,buy_hold,E_bear_2018q4,-0.5860258381937791,,,-0.16275632736005918,,,modern_folds,-0.035236480120595104,2018-09-26,2018-12-24,,-0.16275632736005918,62.0,1.0,P1
P1 EFA,buy_hold,X_2020_covid,0.49197948674831066,,,-0.3338555265448213,,,modern_folds,0.10712999639899157,2020-02-12,2020-03-23,,-0.3338555265448213,28.0,1.0,P1
P1 EFA,buy_hold,B_bear_2022,-0.6420879208963632,,,-0.28740270971461435,,,modern_folds,-0.14402451481103196,2022-01-12,2022-09-27,,-0.28740270971461435,178.0,1.0,P1
P1 EFA,buy_hold,E2007_09_gfc,-0.5183088464034015,,,-0.6103491271820447,,,market_factor_A0_calendar,-0.400346620450606,2007-10-31,2009-03-09,,-0.6103491271820447,340.0,1.0,P1
P1 EFA,buy_hold,E2011_eu_us,-0.761688271515251,,,-0.2585646411602893,,,market_factor_A0_calendar,-0.19481500125849427,2011-05-02,2011-11-25,,-0.2585646411602893,146.0,1.0,P1
P1 EFA,buy_hold,E2015_16_china,-0.7092352432008692,,,-0.21891272651530913,,,market_factor_A0_calendar,-0.12001687407719852,2015-06-23,2016-02-11,,-0.21891272651530913,162.0,1.0,P1
P1 EFA,buy_hold,K2013_14_bull,0.5654739539013398,,,-0.13986874487284673,,,calm_controls,0.1392471703079785,2014-07-03,2014-10-16,,-0.13986874487284673,74.0,1.0,P1
P1 EFA,buy_hold,A_bull_2021,0.9115390552586426,,,-0.06969783352337544,,,calm_controls,0.11449016100178744,2021-09-07,2021-12-01,,-0.06969783352337544,61.0,1.0,P1
P1 EFA,buy_hold,D_recent_2025plus,1.2804999194574778,,,-0.14055528011898866,,,calm_controls,0.5068188143612566,2025-03-19,2025-04-08,,-0.14055528011898866,15.0,1.0,P1
P1 EEM,incumbent,FULL,0.22383690157652103,0.02847731872959902,0.26306671885435,-0.20847966348529468,0.3116251731155772,2.30927847500136,,,,,,,,,P1
P1 EEM,incumbent,E_bear_2018q4,,,,0.0,,,modern_folds,0.012274106120414352,2018-09-04,2018-09-04,,0.0,1.0,0.0,P1
P1 EEM,incumbent,X_2020_covid,1.463125737140849,,,-0.05950638313148504,,,modern_folds,0.11426564802545469,2020-02-12,2020-06-11,2020-03-02,-0.046577283211995835,84.0,0.4905333543922834,P1
P1 EEM,incumbent,B_bear_2022,,,,0.0,,,modern_folds,0.012881409782865116,2022-01-03,2022-01-03,,0.0,1.0,0.0,P1
P1 EEM,incumbent,E2011_eu_us,-2.020206656132222,,,-0.1288990772357982,,,market_factor_A0_calendar,-0.1210065456957411,2011-05-02,2011-09-22,2011-08-09,-0.10090583115152707,101.0,0.47570241067549474,P1
P1 EEM,incumbent,E2015_16_china,0.24107345216344464,,,-0.0167124834342931,,,market_factor_A0_calendar,0.00372157322286637,2015-06-01,2016-03-15,,-0.0167124834342931,200.0,0.0,P1
P1 EEM,incumbent,K2013_14_bull,-0.9795835748002035,,,-0.09561794542400748,,,calm_controls,-0.0770560006151928,2013-01-02,2013-06-12,2013-03-18,-0.04925623963492831,112.0,0.8066190494266938,P1
